lift_pp,extra_payments,extra_confirmations,relative_confirmations_lift
0.5,248.09,86.91465461964442,0.03615418245409502
1.0,496.18,173.82930923928885,0.07230836490819004
2.0,992.36,347.6586184785777,0.14461672981638007
3.0,1488.54,521.4879277178665,0.21692509472457008
